经度,纬度,硬件经度,硬件纬度,天气概况,温度,pm25值,云量,相对湿度,降水强度,风力,风向,时间
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:57
121.50407,31.23674,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51585,31.22019,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:58
121.50407,31.23674,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51585,31.22019,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:58
121.50407,31.23674,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51585,31.22019,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:58
121.50407,31.23674,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51585,31.22019,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:58
121.50407,31.23674,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51585,31.22019,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:58
121.50407,31.23674,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51585,31.22019,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:58
121.50407,31.23674,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51585,31.22019,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:58
121.50407,31.23674,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51585,31.22019,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:58
121.50407,31.23674,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51585,31.22019,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:58
121.50407,31.23674,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51585,31.22019,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:58
121.50407,31.23674,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51585,31.22019,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:58
121.50407,31.23674,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51585,31.22019,121.51159732,31.22229685,多云,6.0,63.0,0.61,0.59,0.0,8.59,158.5,2017-12-22 09:58
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:58
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:59
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:59
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:59
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:59
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:59
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:59
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:59
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:59
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:59
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:59
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:59
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,63.0,0.62,0.59,0.0,8.2,157.45,2017-12-22 09:59
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.63,0.59,0.0,8.38,157.71,2017-12-22 09:59
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:00
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:00
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:00
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:00
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:00
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:00
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:00
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:00
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:00
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:00
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:00
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:00
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:00
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:01
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:01
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:01
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:01
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:01
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:01
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:01
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:01
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:01
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:01
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:01
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51585,31.22019,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:01
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:01
121.50407,31.23674,121.49982792,31.23882266,多云,6.0,66.0,0.28,0.54,0.0,10.04,160.46,2017-12-22 10:02
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,66.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:02
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:02
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:02
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:02
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:02
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:02
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:02
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:02
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:02
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:02
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:02
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:02
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:02
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:03
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:03
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:03
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:03
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:03
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:03
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:03
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:03
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:03
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:03
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:03
121.50407,31.23674,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51585,31.22019,121.51159732,31.22229685,多云,10.0,63.0,0.28,0.54,0.0,10.15,160.72,2017-12-22 10:03
121.51213,31.20015,121.50773714,31.20221369,多云,6.0,63.0,0.29,0.54,0.0,10.24,160.6,2017-12-22 10:03
